text,poster,views,comments,length,link,users
 Look after old people ,Frerty,5.2K Views,14 Comments,0:46,https://theworldwatch.com/videos/1619342/look-after-old-people/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'Ampsy': 'https://theworldwatch.com/members/1322468/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Mark_ey': 'https://theworldwatch.com/members/1321844/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'PatrioticAmerican': 'https://theworldwatch.com/members/1324562/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Disabled Vietnam Vet Jumps into Water to End his Life ,Philligan,5.3K Views,10 Comments,2:07,https://theworldwatch.com/videos/1619320/disabled-vietnam-vet-jumps-into-water-to-end-his-life/,"{' ': 'No link available', 'Ampsy': 'https://theworldwatch.com/members/1322468/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'Motorrunner223': 'https://theworldwatch.com/members/1323161/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'idonthaveanemail2': 'https://theworldwatch.com/members/1323411/', 'Happyman71': 'https://theworldwatch.com/members/1323467/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'SecondPrize': 'https://theworldwatch.com/members/1321762/', 'munwon': 'https://theworldwatch.com/members/1321222/'}"
 Poor Woman is Set on Fire until Death inside Store by EX ,The Seer,5.3K Views,5 Comments,1:14,https://theworldwatch.com/videos/1619327/poor-woman-is-set-on-fire-until-death-inside-store-by-ex/,"{' ': 'No link available', 'Elliot87': 'https://theworldwatch.com/members/1322420/', 'Saturn666': 'https://theworldwatch.com/members/1323292/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/'}"
 Vegan Karen Says Parking on the Grass is the Same as Assaulting Children. Lol ,Karelin,4.0K Views,23 Comments,1:30,https://theworldwatch.com/videos/1619321/vegan-karen-says-parking-on-the-grass-is-the-same-as-assaulting-children-lol/,"{' ': 'No link available', 'trumprapedawoman': 'https://theworldwatch.com/members/1324643/', 'Cretin': 'https://theworldwatch.com/members/1323115/', 'slugzy': 'https://theworldwatch.com/members/1322164/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'Unsufferable': 'https://theworldwatch.com/members/1323780/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/', 'PatrioticAmerican': 'https://theworldwatch.com/members/1324562/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'PeterG82': 'https://theworldwatch.com/members/1324405/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'Rippo': 'https://theworldwatch.com/members/1323252/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'markus_compton': 'https://theworldwatch.com/members/1320613/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Cripple': 'https://theworldwatch.com/members/1320263/', 'Mark_R': 'https://theworldwatch.com/members/1324164/'}"
 Killer of 3 Year Old in Court Smirking as the Dad of the Deceased Speaks.. ,The Seer,4.0K Views,27 Comments,4:46,https://theworldwatch.com/videos/1619324/killer-of-3-year-old-in-court-smirking-as-the-dad-of-the-deceased-speaks/,"{' ': 'No link available', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/', 'FucYew': 'https://theworldwatch.com/members/1321540/', 'Worldwatcher': 'https://theworldwatch.com/members/1322347/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'LionsDen': 'https://theworldwatch.com/members/1322546/', 'FuckYouEntitledCunt': 'https://theworldwatch.com/members/1323757/', 'OwMyBawls': 'https://theworldwatch.com/members/1322964/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'Amtifree': 'https://theworldwatch.com/members/1321243/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Dippy': 'https://theworldwatch.com/members/1324004/', 'Tedstryker73': 'https://theworldwatch.com/members/1324224/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'Salinan': 'https://theworldwatch.com/members/1320115/'}"
 Family Friendly Pride Fest in Texas is Nothing But. Children Walking around Witne... ,The Seer,5.1K Views,15 Comments,1:35,https://theworldwatch.com/videos/1619325/family-friendly-pride-fest-in-texas-is-nothing-but-chinldren-walking-around-witnessing-this-sh-t/,"{' ': 'No link available', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'sad-sacks-of-lefty-shit-stinking-up-the-room': 'https://theworldwatch.com/members/1322598/', 'LGBTPedoFaggots': 'https://theworldwatch.com/members/1324482/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'OwMyBawls': 'https://theworldwatch.com/members/1322964/', 'Amtifree': 'https://theworldwatch.com/members/1321243/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'Nanker_Phelge': 'https://theworldwatch.com/members/1321011/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Salinan': 'https://theworldwatch.com/members/1320115/'}"
 Bull in the USA! Lone Bull Escapes Rodeo and takes out Female Redneck and her Ice... ,Philligan,2.8K Views,15 Comments,0:34,https://theworldwatch.com/videos/1619322/bull-in-the-usa-lone-bull-escapes-rodeo-and-takes-out-female-redneck-and-her-ice-cream/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'Rowtheboat': 'https://theworldwatch.com/members/172093/', 'watchful': 'https://theworldwatch.com/members/1324241/', 'Dan': 'https://theworldwatch.com/members/2/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Happyman71': 'https://theworldwatch.com/members/1323467/', 'Tedstryker73': 'https://theworldwatch.com/members/1324224/', 'NoWayInHell': 'https://theworldwatch.com/members/1322638/'}"
 I Couldn’t have Said it any Better! .. Chick Goes off on Clown World 'Nerds' ,JohnRocker,6.2K Views,45 Comments,0:59,https://theworldwatch.com/videos/1619314/i-couldn-t-have-said-it-any-better-chick-goes-off-on-clown-world-nerds/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Pleaseevolve777': 'https://theworldwatch.com/members/1324205/', 'Essohbe': 'https://theworldwatch.com/members/1323662/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'ubi': 'https://theworldwatch.com/members/701423/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'SicBoy': 'https://theworldwatch.com/members/1324486/', 'Mark_ey': 'https://theworldwatch.com/members/1321844/', 'Hard1234': 'https://theworldwatch.com/members/1318656/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'prince of trolls': 'https://theworldwatch.com/members/1322284/', 'Bigoaf6': 'https://theworldwatch.com/members/1323473/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'NoWayInHell': 'https://theworldwatch.com/members/1322638/', 'FucYew': 'https://theworldwatch.com/members/1321540/', 'Tedstryker73': 'https://theworldwatch.com/members/1324224/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'chechnya': 'https://theworldwatch.com/members/1319478/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'FNV90': 'https://theworldwatch.com/members/1324499/', 'idonthaveanemail2': 'https://theworldwatch.com/members/1323411/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'Nanker_Phelge': 'https://theworldwatch.com/members/1321011/'}"
 FULL: Man wears Trump Hat in Spokane Gas Station and causes Mass Chaos including ... ,Philligan,4.9K Views,31 Comments,10:42,https://theworldwatch.com/videos/1619319/man-wears-trump-hat/,"{' ': 'No link available', 'Psylvr': 'https://theworldwatch.com/members/1322478/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'ubi': 'https://theworldwatch.com/members/701423/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'SMHWTF': 'https://theworldwatch.com/members/1323588/', 'Essohbe': 'https://theworldwatch.com/members/1323662/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'cpartida': 'https://theworldwatch.com/members/1321306/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'FrMucking': 'https://theworldwatch.com/members/1324475/', 'FuckYouEntitledCunt': 'https://theworldwatch.com/members/1323757/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Southcentraltimes': 'https://theworldwatch.com/members/1323445/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'Bigoaf6': 'https://theworldwatch.com/members/1323473/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Tedstryker73': 'https://theworldwatch.com/members/1324224/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'linlong870': 'https://theworldwatch.com/members/1322744/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Big Booty White Girl said He was Rude. What would you do ? ,The Seer,5.2K Views,14 Comments,0:29,https://theworldwatch.com/videos/1619336/big-booty-white-girl-said-he-was-rude-what-would-you-do/,"{' ': 'No link available', 'mozzy': 'https://theworldwatch.com/members/1323416/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Elmapsaca': 'https://theworldwatch.com/members/1324537/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'Parkins': 'https://theworldwatch.com/members/1270375/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Men: If We're Breathing...we're Lookin ,Philligan,6.5K Views,15 Comments,0:11,https://theworldwatch.com/videos/1619339/men-if-we-re-breathing-we-re-lookin/,"{' ': 'No link available', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Saturn666': 'https://theworldwatch.com/members/1323292/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'Disknave': 'https://theworldwatch.com/members/1324535/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'McBLOB': 'https://theworldwatch.com/members/1321050/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/'}"
 Remember this Warrior... She Stood Up to Fauci from the Start! She Should be Next ... ,Karelin,2.8K Views,8 Comments,0:32,https://theworldwatch.com/videos/1619313/remember-this-warrior-she-stood-up-to-fauci-from-the-start-she-should-be-next-hhs-secretary/,"{' ': 'No link available', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'essence25': 'https://theworldwatch.com/members/909290/', 'Pleaseevolve777': 'https://theworldwatch.com/members/1324205/', 'Wasteland40': 'https://theworldwatch.com/members/1324576/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'WorldTaco': 'https://theworldwatch.com/members/1323149/'}"
 Cyclist Runs into Concrete Wall...Head Explodes like a Watermelon? ,HMG87,43K Views,22 Comments,0:14,https://theworldwatch.com/videos/1619329/cyclist-runs-into-concrete-wall-head-explodes-like-a-watermelon/,"{' ': 'No link available', 'LouSaneous': 'https://theworldwatch.com/members/1318753/', 'Numiah': 'https://theworldwatch.com/members/4655/', 'melchoraqunitch': 'https://theworldwatch.com/members/1324515/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'Rickey': 'https://theworldwatch.com/members/76866/', 'Tom Anderson': 'https://theworldwatch.com/members/130720/', 'Dopemine': 'https://theworldwatch.com/members/1324407/', '1mp0st3r': 'https://theworldwatch.com/members/1322261/', 'damnjet': 'https://theworldwatch.com/members/11697/', 'Elliot87': 'https://theworldwatch.com/members/1322420/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'VeryFamous123': 'https://theworldwatch.com/members/1320804/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'cpartida': 'https://theworldwatch.com/members/1321306/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'SpunkyNuts': 'https://theworldwatch.com/members/1323795/', 'marr708': 'https://theworldwatch.com/members/1319826/', 'NoWayInHell': 'https://theworldwatch.com/members/1322638/', 'Mark_R': 'https://theworldwatch.com/members/1324164/'}"
 Girl missing a Few Bricks gets Butt Naked with Police Everywhere ,Theseer,1.9K Views,4 Comments,0:32,https://theworldwatch.com/videos/1619338/girl-missing-a-few-bricks-gets-butt-naked-with-police-everywhere/,"{' ': 'No link available', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'idonthaveanemail2': 'https://theworldwatch.com/members/1323411/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Southcentraltimes': 'https://theworldwatch.com/members/1323445/'}"
 She Asked for my Opinion but I Couldn't Speak ,The Seer,8.4K Views,8 Comments,1:38,https://theworldwatch.com/videos/1619341/she-asked-for-my-opinion-but-i-couldn-t-speak/,"{' ': 'No link available', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'VeryFamous123': 'https://theworldwatch.com/members/1320804/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Woman Ruins Party Set Up Jumping from Bridge in Peru ,The Seer,2.4K Views,4 Comments,0:24,https://theworldwatch.com/videos/1619333/woman-ruins-party-set-up-jumping-from-bridge-in-peru/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'MUNCHIE9000': 'https://theworldwatch.com/members/1323150/'}"
" Woman Murder Target at Cockfight. This is just embarrassing to Watch...Please, h... ",The Seer,6.7K Views,10 Comments,0:34,https://theworldwatch.com/videos/1619331/woman-murder-target-at-cockfight-i-ve-never-been-this-is-just-embarrassing-to-watch/,"{' ': 'No link available', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Happyman71': 'https://theworldwatch.com/members/1323467/', 'Dan': 'https://theworldwatch.com/members/2/'}"
 (Red Shirt) High Kick from this Female...Listen to her Face hit the Pavement ,sally,5.4K Views,5 Comments,0:19,https://theworldwatch.com/videos/1619323/worst-attempt-at-a-high-kick-ever-from-this-female-listen-to-her-face-hit-the-pavement/,"{' ': 'No link available', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Happyman71': 'https://theworldwatch.com/members/1323467/', 'Mark_R': 'https://theworldwatch.com/members/1324164/'}"
 Performer is Dragged to Death by Horse For a Long Time as Shocked Audience Records ,The Seer,4.0K Views,5 Comments,0:47,https://theworldwatch.com/videos/1619330/performer-is-terribly-dragged-to-death-by-horse-as-shocked-audience-records/,"{' ': 'No link available', 'munwon': 'https://theworldwatch.com/members/1321222/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'rakulod': 'https://theworldwatch.com/members/1323916/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Ever Seen an Ump Get Ejected From a Game Before? ,Karelin,3.2K Views,6 Comments,0:44,https://theworldwatch.com/videos/1619343/ever-seen-an-ump-get-ejected-from-a-game-before/,"{' ': 'No link available', 'PeterG82': 'https://theworldwatch.com/members/1324405/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'essence25': 'https://theworldwatch.com/members/909290/'}"
 Knife-Wielding Muslim Made into a Hood Ornament by Based Norwegian Cop. ,Admin,7.8K Views,21 Comments,0:27,https://theworldwatch.com/videos/1619344/knife-wielding-muslim-made-into-a-hood-ornament-by-based-norwegian-cop/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'registeredoffender': 'https://theworldwatch.com/members/1324597/', 'henkspenk132': 'https://theworldwatch.com/members/1324583/', 'wanderingcloud': 'https://theworldwatch.com/members/995842/', 'KillerTurtle': 'https://theworldwatch.com/members/1322636/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'Sunarefa': 'https://theworldwatch.com/members/1324037/', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'kitchendoctor': 'https://theworldwatch.com/members/1324575/', 'al_221': 'https://theworldwatch.com/members/1322383/', 'Ufokalen': 'https://theworldwatch.com/members/1324313/', 'idonthaveanemail2': 'https://theworldwatch.com/members/1323411/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'Ulvhedner': 'https://theworldwatch.com/members/1324612/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'Rippo': 'https://theworldwatch.com/members/1323252/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'Northantsno1': 'https://theworldwatch.com/members/1323403/'}"
 The Most Casual Hero must be a Super Hero..Watch Top Screen ,sally,3.8K Views,3 Comments,0:22,https://theworldwatch.com/videos/1619357/the-most-casual-hero-must-be-a-super-hero-watch-top-screen/,"{' ': 'No link available', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'Salinan': 'https://theworldwatch.com/members/1320115/'}"
 Maniac Smashes Cell Phone Store with Little Girl Working at the Desk ,HMG87,1.8K Views,7 Comments,1:05,https://theworldwatch.com/videos/1619355/maniac-smashes-cell-phone-store-with-little-girl-working-at-the-desk/,"{' ': 'No link available', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'Saturn666': 'https://theworldwatch.com/members/1323292/'}"
 Teen Girl wearing Jersey Ends her Life in School Hallway from a Desk ,sally,3.3K Views,2 Comments,0:32,https://theworldwatch.com/videos/1619370/teen-girl-wearing-jersey-ends-her-life-in-school-hallway-from-a-desk/,"{' ': 'No link available', 'SexyNative': 'https://theworldwatch.com/members/1324119/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/'}"
 A Moment of Silence for this Cameraman ,sally,6.2K Views,6 Comments,0:25,https://theworldwatch.com/videos/1619371/a-moment-of-silence-for-this-cameraman/,"{' ': 'No link available', 'Oh_My_Fucking_God': 'https://theworldwatch.com/members/1324536/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 These 2 gave up on Real Penis....This is the Best they're Gonna Get Tonight ,The Seer,54K Views,16 Comments,0:13,https://theworldwatch.com/videos/1619373/these-2-gave-up-on-real-penis-this-is-the-best-they-re-gonna-get-tonight/,"{' ': 'No link available', 'DA2': 'https://theworldwatch.com/members/269126/', 'DrNunyaBeezwax': 'https://theworldwatch.com/members/1318615/', 'scorpionsrevenge': 'https://theworldwatch.com/members/577935/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'flattus1978': 'https://theworldwatch.com/members/1113139/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'mrs.solis': 'https://theworldwatch.com/members/1320729/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/'}"
 Wath the Girl Messing Around...She Finds Out ,HMG87,3.9K Views,5 Comments,0:30,https://theworldwatch.com/videos/1619356/wath-the-girl-messing-around-she-finds-out/,"{' ': 'No link available', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 Bathroom Karen in Buffalo is Causing Debate... Was She Wrong? ,Karelin,4.1K Views,17 Comments,0:57,https://theworldwatch.com/videos/1619347/bathroom-karen-in-buffalo-is-causing-debate-was-she-wrong/,"{' ': 'No link available', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'ubi': 'https://theworldwatch.com/members/701423/', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'wmr2': 'https://theworldwatch.com/members/1319316/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'ScreaminMime': 'https://theworldwatch.com/members/1323106/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Worldwatcher': 'https://theworldwatch.com/members/1322347/', 'NuggetsMcGee': 'https://theworldwatch.com/members/1321404/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'CheeseyVaginas': 'https://theworldwatch.com/members/1321984/'}"
 Did they Have to Blow his Head Off? Literally ,The Seer,6.7K Views,8 Comments,0:32,https://theworldwatch.com/videos/1619369/by-the-end-of-the-video-this-kid-will-have-his-head-blown-off/,"{' ': 'No link available', 'Rattleheadd': 'https://theworldwatch.com/members/1322873/', 'Flagship': 'https://theworldwatch.com/members/1324417/', 'PeterG82': 'https://theworldwatch.com/members/1324405/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/'}"
 Mechanic loses his Life when Driver hits Gas instead of Brakes ,sally,2.7K Views,6 Comments,1:23,https://theworldwatch.com/videos/1619368/mechanic-loses-his-life-when-driver-hits-gas-instead-of-brakes/,"{' ': 'No link available', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'Soft Killing': 'https://theworldwatch.com/members/1321608/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'lordzedd': 'https://theworldwatch.com/members/1320260/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/'}"
 Fogo de Chão Brazilian Steakhouse turns into a Saloon as Police Murder Man at the ... ,sally,3.3K Views,14 Comments,2:30,https://theworldwatch.com/videos/1619348/fogo-de-chao-brazilian-steakhouse-turns-into-a-saloon-as-police-murder-man-at-the-bar-lawsuit-filed/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'PeterG82': 'https://theworldwatch.com/members/1324405/', 'KillerTurtle': 'https://theworldwatch.com/members/1322636/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'Elliot87': 'https://theworldwatch.com/members/1322420/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'southgate': 'https://theworldwatch.com/members/1322285/', 'Blindeel': 'https://theworldwatch.com/members/1324151/'}"
 Councilman in Tulancingo City Council of Mexico shows up at his Office for the Las... ,The Seer,3.4K Views,8 Comments,0:54,https://theworldwatch.com/videos/1619349/councilman-in-tulancingo-city-council-of-mexico-shows-up-at-his-office-for-the-last-time/,"{' ': 'No link available', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'essence25': 'https://theworldwatch.com/members/909290/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
